packetnr,hk,lat,lon,alt,hh,mm,ss,nsat,p,H,T,ntc,bat,yaw,pitch,roll,rssi
2120,0,78.22283936,15.65275955,14.6,10,52,51,11,1006.84,44,15.63,1573,2509,-23,-3,20,-86
2121,0,78.22283936,15.65276718,14.6,10,52,53,11,1006.82,44,15.62,1573,2511,-23,-3,20,-87
2122,0,78.22283936,15.65277100,14.5,10,52,54,10,1006.81,44,15.61,1574,2510,-23,-3,20,-86
2123,0,78.22283936,15.65277100,14.5,10,52,54,10,1006.81,44,15.6,1574,2511,-23,-3,20,-86
2124,0,78.22283936,15.65276718,14.5,10,52,56,10,1006.82,44,15.6,1575,2508,-23,-3,20,-86
2125,0,78.22283936,15.65275574,14.5,10,52,57,11,1006.82,44,15.59,1577,2508,-23,-3,20,-86
2126,0,78.22283936,15.65275955,14.5,10,52,58,10,1006.8,44,15.58,1578,2507,-23,-3,20,-85
2127,0,78.22283936,15.65275955,14.5,10,52,58,10,1006.82,44,15.57,1576,2507,-23,-3,20,-85
2128,0,78.22283936,15.65275192,14.5,10,53,0,11,1006.83,44,15.55,1575,2507,-23,-3,20,-87
2129,0,78.22283936,15.65275192,14.5,10,53,1,11,1006.81,44,15.54,1575,2508,-23,-3,20,-87
2130,0,78.22283936,15.65275192,14.5,10,53,1,11,1006.82,44,15.54,1575,2509,-23,-3,20,-87
2131,0,78.22283936,15.65277100,14.5,10,53,3,11,1006.82,44,15.54,1576,2500,-23,-3,20,-86
2132,0,78.22283936,15.65276718,14.5,10,53,4,11,1006.84,44,15.52,1577,2503,-23,-3,20,-86
2133,0,78.22283936,15.65276337,14.5,10,53,5,11,1006.83,44,15.51,1576,2519,-23,-3,20,-85
2134,0,78.22283936,15.65276718,14.7,10,53,6,11,1006.79,44,15.51,1576,2510,-23,-3,20,-85
2135,0,78.22283936,15.65277481,14.6,10,53,7,11,1006.84,44,15.5,1576,2509,-23,-3,20,-86
2136,0,78.22283936,15.65276718,14.5,10,53,8,11,1006.83,44,15.5,1576,2509,-23,-3,20,-83
2137,0,78.22283936,15.65276718,14.6,10,53,9,11,1006.86,44,15.48,1577,2509,-23,-3,20,-85
2138,0,78.22283936,15.65275574,14.6,10,53,10,11,1006.83,44,15.48,1577,2509,-23,-3,20,-85
2139,0,78.22283936,15.65277100,14.6,10,53,11,11,1006.83,44,15.47,1577,2510,-23,-3,20,-85
2140,0,78.22283936,15.65278625,14.6,10,53,12,11,1006.85,44,15.47,1574,2509,-23,-3,20,-85
2141,0,78.22283936,15.65278625,14.7,10,53,13,11,1006.84,44,15.45,1573,2508,-23,-3,20,-85
2142,0,78.22283936,15.65277863,14.6,10,53,14,11,1006.85,44,15.45,1572,2514,-23,-3,20,-85
2143,0,78.22283936,15.65278625,14.7,10,53,15,11,1006.88,44,15.44,1570,2509,-23,-3,20,-85
2144,0,78.22283936,15.65278244,14.7,10,53,16,11,1006.86,44,15.43,1567,2508,-23,-3,20,-85
2145,0,78.22283936,15.65277863,14.6,10,53,17,11,1006.83,44,15.41,1566,2509,-23,-3,20,-85
2146,0,78.22283936,15.65277863,14.7,10,53,18,11,1006.82,44,15.41,1568,2508,-23,-3,20,-86
2147,0,78.22283936,15.65276718,14.5,10,53,19,11,1006.83,45,15.41,1566,2506,-23,-3,20,-85
2148,0,78.22283936,15.65276718,14.5,10,53,20,10,1006.82,45,15.4,1564,2508,-23,-3,20,-86
2149,0,78.22283936,15.65276337,14.5,10,53,21,10,1006.82,45,15.4,1561,2509,-23,-3,20,-86
2150,0,78.22283936,15.65275574,14.5,10,53,22,10,1006.84,45,15.38,1560,2508,-23,-3,20,-85
2151,0,78.22283936,15.65275574,14.4,10,53,23,10,1006.82,45,15.38,1559,2508,-23,-3,20,-85
2152,0,78.22283936,15.65275192,14.4,10,53,24,10,1006.83,45,15.37,1560,2504,-23,-3,20,-86
2153,0,78.22283936,15.65276337,14.6,10,53,25,10,1006.81,45,15.36,1559,2511,-23,-3,20,-85
2154,0,78.22283936,15.65275955,14.5,10,53,26,10,1006.84,45,15.36,1559,2508,-23,-3,20,-85
2155,0,78.22283936,15.65275955,14.5,10,53,27,10,1006.86,45,15.35,1561,2510,-23,-3,20,-86
2156,0,78.22283936,15.65275955,14.5,10,53,28,10,1006.86,45,15.35,1563,2509,-23,-3,20,-85
2157,0,78.22283936,15.65276337,14.5,10,53,29,10,1006.8,45,15.35,1564,2508,-23,-3,20,-86
2158,0,78.22283936,15.65276337,14.5,10,53,30,10,1006.85,45,15.35,1564,2508,-23,-3,20,-85
2159,0,78.22283936,15.65276337,14.5,10,53,31,9,1006.84,45,15.34,1565,2510,-23,-3,20,-85
2160,0,78.22283936,15.65277863,14.7,10,53,32,9,1006.85,45,15.33,1565,2516,-23,-3,20,-85
2161,0,78.22283936,15.65277481,14.7,10,53,33,9,1006.84,45,15.32,1564,2503,-23,-3,20,-85
2162,0,78.22283936,15.65276718,14.6,10,53,34,9,1006.84,45,15.32,1564,2508,-23,-3,20,-85
2163,0,78.22283936,15.65276337,14.6,10,53,35,9,1006.82,46,15.31,1564,2509,-23,-3,20,-86
2164,0,78.22283936,15.65276337,14.6,10,53,36,9,1006.8,46,15.31,1564,2509,-23,-3,20,-86
2165,0,78.22283936,15.65275955,14.6,10,53,37,9,1006.84,46,15.3,1564,2508,-23,-3,20,-85
2166,0,78.22283936,15.65275192,14.5,10,53,38,9,1006.81,46,15.29,1564,2508,-23,-3,20,-86
2167,0,78.22283936,15.65274811,14.4,10,53,39,9,1006.84,46,15.3,1566,2507,-23,-3,20,-85
2168,0,78.22283936,15.65274811,14.4,10,53,40,10,1006.83,46,15.29,1566,2518,-23,-3,20,-85
2169,0,78.22283936,15.65275574,14.5,10,53,41,10,1006.85,46,15.29,1566,2508,-23,-3,20,-85
2170,0,78.22283936,15.65275192,14.3,10,53,42,10,1006.83,46,15.29,1567,2509,-23,-3,20,-85
2171,0,78.22283936,15.65274048,14.2,10,53,43,10,1006.84,46,15.29,1568,2508,-23,-3,20,-84
2172,0,78.22283936,15.65274429,14.2,10,53,44,10,1006.83,46,15.28,1569,2509,-23,-3,20,-86
2173,0,78.22283936,15.65275574,14.4,10,53,45,10,1006.85,46,15.28,1569,2509,-23,-3,20,-86
2174,0,78.22283936,15.65274429,14.3,10,53,46,10,1006.83,46,15.28,1570,2509,-23,-3,20,-85
2175,0,78.22283936,15.65273666,14.1,10,53,47,10,1006.82,47,15.27,1571,2508,-23,-3,20,-85
2176,0,78.22283936,15.65273666,14.2,10,53,48,10,1006.81,47,15.26,1572,2520,-23,-3,20,-85
2177,0,78.22283936,15.65273285,14.1,10,53,49,9,1006.81,47,15.25,1573,2509,-23,-3,20,-85
2178,0,78.22283936,15.65272522,14.1,10,53,50,9,1006.82,47,15.25,1574,2509,-23,-3,20,-85
2179,0,78.22283936,15.65272522,14.1,10,53,51,9,1006.85,47,15.25,1575,2509,-23,-3,20,-85
2180,0,78.22283936,15.65272522,14.0,10,53,52,9,1006.85,47,15.25,1575,2508,-23,-3,20,-85
2181,0,78.22283936,15.65272141,14.0,10,53,53,9,1006.85,47,15.24,1575,2507,-23,-3,20,-85
2182,0,78.22283936,15.65271759,14.0,10,53,54,10,1006.83,47,15.24,1575,2507,-23,-3,20,-85
2183,0,78.22283936,15.65272141,14.1,10,53,55,10,1006.83,47,15.25,1574,2508,-23,-3,20,-85
2184,0,78.22283936,15.65272141,14.2,10,53,56,9,1006.86,47,15.25,1575,2495,-23,-3,20,-84
2185,0,78.22283936,15.65272903,14.1,10,53,57,9,1006.82,47,15.24,1574,2508,-23,-3,20,-85
2186,0,78.22283936,15.65272522,14.2,10,53,58,9,1006.84,47,15.22,1575,2509,-23,-3,20,-85
2187,0,78.22283936,15.65272903,14.2,10,53,59,9,1006.82,47,15.22,1575,2510,-23,-3,20,-85
2188,0,78.22283936,15.65271759,14.2,10,54,0,9,1006.84,47,15.22,1575,2507,-23,-3,20,-85
2189,0,78.22283936,15.65271378,14.1,10,54,1,10,1006.81,47,15.21,1576,2509,-23,-3,20,-85
2190,0,78.22283936,15.65272522,14.2,10,54,2,10,1006.82,47,15.21,1576,2508,-23,-3,20,-84
2191,0,78.22283936,15.65272141,14.2,10,54,3,10,1006.83,47,15.2,1576,2507,-23,-3,20,-85
2192,0,78.22283936,15.65271378,14.0,10,54,4,10,1006.82,47,15.19,1576,2512,-23,-3,20,-84
2193,0,78.22283936,15.65272141,14.2,10,54,5,10,1006.83,47,15.19,1576,2508,-23,-3,20,-85
2194,0,78.22283936,15.65272141,14.2,10,54,6,10,1006.82,47,15.19,1575,2507,-23,-3,20,-85
2195,0,78.22283936,15.65270996,14.0,10,54,7,10,1006.83,47,15.18,1576,2508,-23,-3,20,-84
2196,0,78.22283936,15.65271378,14.1,10,54,8,10,1006.84,47,15.18,1577,2508,-23,-3,20,-84
2197,0,78.22283936,15.65271759,14.1,10,54,9,10,1006.8,47,15.18,1577,2508,-23,-3,20,-85
2198,0,78.22283936,15.65271378,14.1,10,54,10,10,1006.82,47,15.18,1577,2506,-23,-3,20,-84
2199,0,78.22283936,15.65270996,14.1,10,54,11,10,1006.83,47,15.18,1576,2508,-23,-3,20,-85
2200,0,78.22283936,15.65271759,14.2,10,54,12,10,1006.82,47,15.17,1575,2508,-23,-3,20,-86
2201,0,78.22283936,15.65271378,14.1,10,54,13,10,1006.81,47,15.17,1574,2507,-23,-3,20,-85
2202,0,78.22283936,15.65269852,13.9,10,54,14,10,1006.82,47,15.17,1574,2508,-23,-3,20,-85
2203,0,78.22283936,15.65270615,14.1,10,54,15,10,1006.78,47,15.16,1572,2508,-23,-3,20,-85
2204,0,78.22283936,15.65271378,14.1,10,54,16,10,1006.83,47,15.15,1572,2509,-23,-3,20,-85
2205,0,78.22283936,15.65269852,14.0,10,54,17,10,1006.83,47,15.15,1569,2507,-23,-3,20,-85
2206,0,78.22283936,15.65270233,13.9,10,54,18,10,1006.83,47,15.14,1569,2506,-23,-3,20,-85
2207,0,78.22283936,15.65270996,14.0,10,54,19,10,1006.83,47,15.13,1569,2506,-23,-3,20,-85
2208,0,78.22283936,15.65271378,14.0,10,54,20,10,1006.82,47,15.13,1568,2509,-23,-3,20,-85
2209,0,78.22283936,15.65271378,14.1,10,54,21,10,1006.82,47,15.12,1568,2508,-23,-3,20,-84
2210,0,78.22283936,15.65271378,14.1,10,54,22,10,1006.8,47,15.11,1568,2508,-23,-3,20,-84
2211,0,78.22283936,15.65270233,14.0,10,54,23,10,1006.81,47,15.1,1567,2506,-23,-3,20,-84
2212,0,78.22280884,15.65269470,13.9,10,54,24,10,1006.82,47,15.1,1567,2507,-23,-3,20,-84
2213,0,78.22283936,15.65269852,14.0,10,54,25,10,1006.83,47,15.09,1567,2508,-23,-3,20,-85
2214,0,78.22283936,15.65270615,14.1,10,54,26,10,1006.8,47,15.09,1567,2506,-23,-3,20,-85
2215,0,78.22283936,15.65269852,14.0,10,54,27,10,1006.82,47,15.08,1567,2505,-23,-3,20,-85
2216,0,78.22283936,15.65269852,14.0,10,54,28,10,1006.84,47,15.08,1567,2506,-23,-3,20,-84
2217,0,78.22283936,15.65270615,14.1,10,54,29,10,1006.85,47,15.06,1568,2506,-23,-3,20,-85
2218,0,78.22283936,15.65270996,14.1,10,54,30,10,1006.84,47,15.06,1568,2511,-23,-3,20,-85
2219,0,78.22283936,15.65271378,14.2,10,54,31,11,1006.84,47,15.04,1568,2506,-23,-3,20,-85
2220,0,78.22283936,15.65271378,14.1,10,54,32,11,1006.86,47,15.04,1569,2508,-23,-3,20,-84
2221,0,78.22283936,15.65270615,14.0,10,54,33,11,1006.83,47,15.03,1569,2506,-23,-3,20,-86
2222,0,78.22280884,15.65269852,13.9,10,54,34,11,1006.81,47,15.02,1568,2508,-23,-3,20,-86
2223,0,78.22280884,15.65270233,14.0,10,54,35,11,1006.82,47,15.02,1568,2508,-23,-3,20,-86
2224,0,78.22283936,15.65270615,14.1,10,54,36,11,1006.82,48,15.02,1566,2509,-23,-3,20,-85
2225,0,78.22280884,15.65269470,14.0,10,54,37,11,1006.84,48,15.01,1565,2506,-23,-3,20,-86
2226,0,78.22280884,15.65269852,14.0,10,54,38,11,1006.83,48,15.01,1567,2509,-23,-3,20,-85
2227,0,78.22280884,15.65269470,14.0,10,54,39,10,1006.84,48,15.0,1566,2501,-23,-3,20,-86
2228,0,78.22280884,15.65269089,14.0,10,54,40,10,1006.83,48,14.99,1567,2507,-23,-3,20,-85
2229,0,78.22280884,15.65269089,14.0,10,54,41,10,1006.82,48,14.97,1566,2508,-23,-3,20,-85
2230,0,78.22280884,15.65269470,14.0,10,54,42,10,1006.82,48,14.97,1565,2508,-23,-3,20,-85
2231,0,78.22280884,15.65269470,14.0,10,54,43,10,1006.82,48,14.96,1565,2506,-23,-3,20,-86
2232,0,78.22280884,15.65267563,13.9,10,54,44,10,1006.82,48,14.95,1565,2506,-23,-3,20,-85
2233,0,78.22280884,15.65268326,13.9,10,54,45,10,1006.83,48,14.93,1565,2508,-23,-3,20,-85
2234,0,78.22280884,15.65269089,14.0,10,54,46,10,1006.81,48,14.92,1567,2506,-23,-3,20,-86
2235,0,78.22280884,15.65269470,14.0,10,54,47,10,1006.84,48,14.92,1567,2520,-23,-3,20,-85
2236,0,78.22280884,15.65269470,14.0,10,54,48,10,1006.83,48,14.9,1566,2508,-23,-3,20,-85
2237,0,78.22280884,15.65267563,13.9,10,54,49,10,1006.82,48,14.89,1565,2507,-23,-3,20,-85
2238,0,78.22280884,15.65267181,13.9,10,54,50,10,1006.83,48,14.89,1565,2507,-23,-3,20,-86
2239,0,78.22280884,15.65267181,13.9,10,54,51,10,1006.82,48,14.88,1566,2508,-23,-3,20,-86
2240,0,78.22280884,15.65267181,13.9,10,54,52,10,1006.82,48,14.88,1565,2509,-23,-3,20,-86
2241,0,78.22280884,15.65267181,13.9,10,54,53,10,1006.83,48,14.86,1566,2507,-23,-3,20,-86
2242,0,78.22280884,15.65266418,13.9,10,54,54,10,1006.82,48,14.86,1566,2508,-23,-3,20,-86
2243,0,78.22280884,15.65267944,14.0,10,54,55,10,1006.81,48,14.84,1567,2509,-23,-3,20,-85
2244,0,78.22280884,15.65268707,14.1,10,54,56,10,1006.81,48,14.83,1566,2507,-23,-3,20,-85
2245,0,78.22280884,15.65269089,14.1,10,54,57,10,1006.82,48,14.83,1566,2509,-23,-3,20,-85
2246,0,78.22280884,15.65269852,14.2,10,54,58,10,1006.83,48,14.82,1566,2506,-23,-3,20,-86
2247,0,78.22280884,15.65269470,14.1,10,54,59,10,1006.84,48,14.82,1565,2507,-23,-3,20,-86
2248,0,78.22280884,15.65268707,14.1,10,55,0,10,1006.8,48,14.81,1565,2507,-23,-3,20,-86
2249,0,78.22280884,15.65269852,14.2,10,55,1,10,1006.85,48,14.8,1565,2507,-23,-3,20,-86
2250,0,78.22280884,15.65269089,14.2,10,55,2,10,1006.83,48,14.79,1565,2507,-23,-3,20,-85
2251,0,78.22280884,15.65268707,14.1,10,55,3,10,1006.84,48,14.78,1565,2508,-23,-3,20,-85
2252,0,78.22280884,15.65269470,14.2,10,55,4,10,1006.86,48,14.77,1565,2507,-23,-3,20,-85
2253,0,78.22280884,15.65269852,14.2,10,55,5,10,1006.81,48,14.76,1564,2505,-23,-3,20,-85
2254,0,78.22280884,15.65268707,14.2,10,55,6,11,1006.85,48,14.75,1565,2521,-23,-3,20,-85
2255,0,78.22280884,15.65268707,14.2,10,55,7,11,1006.85,48,14.74,1565,2510,-23,-3,20,-85
2256,0,78.22280884,15.65269470,14.3,10,55,8,11,1006.88,48,14.73,1564,2508,-23,-3,20,-85
2257,0,78.22280884,15.65269089,14.2,10,55,9,11,1006.89,48,14.72,1564,2506,-23,-3,20,-85
2258,0,78.22280884,15.65268326,14.2,10,55,10,11,1006.86,48,14.72,1565,2508,-23,-3,20,-85
2259,0,78.22280884,15.65268707,14.2,10,55,11,10,1006.88,48,14.71,1565,2508,-23,-3,20,-85
2260,0,78.22280884,15.65269470,14.3,10,55,12,10,1006.87,48,14.7,1564,2506,-23,-3,20,-85
2261,0,78.22280884,15.65268707,14.2,10,55,13,10,1006.87,48,14.69,1564,2507,-23,-3,20,-86
2262,0,78.22280884,15.65269089,14.2,10,55,14,10,1006.86,48,14.67,1564,2498,-23,-3,20,-86
2263,0,78.22280884,15.65269852,14.3,10,55,15,10,1006.88,47,14.67,1563,2507,-23,-3,20,-85
2264,0,78.22280884,15.65268326,14.2,10,55,16,10,1006.84,47,14.66,1561,2505,-23,-3,20,-85
2265,0,78.22280884,15.65268707,14.2,10,55,17,10,1006.86,47,14.64,1562,2508,-23,-3,20,-85
2266,0,78.22280884,15.65268707,14.2,10,55,18,10,1006.86,47,14.63,1562,2508,-23,-3,20,-85
2267,0,78.22280884,15.65269089,14.2,10,55,19,9,1006.86,47,14.62,1562,2506,-23,-3,20,-85
2268,0,78.22280884,15.65268707,14.2,10,55,20,9,1006.88,47,14.61,1562,2506,-23,-3,20,-86
2269,0,78.22280884,15.65269470,14.3,10,55,21,9,1006.87,47,14.6,1561,2507,-23,-3,20,-86
2270,0,78.22280884,15.65270615,14.4,10,55,22,9,1006.85,47,14.59,1558,2506,-23,-3,20,-86
2271,0,78.22280884,15.65270996,14.6,10,55,23,10,1006.86,47,14.58,1559,2507,-23,-3,20,-86
2272,0,78.22280884,15.65270615,14.6,10,55,24,10,1006.88,47,14.58,1561,2508,-23,-3,20,-86
2273,0,78.22280884,15.65269470,14.5,10,55,25,10,1006.84,47,14.57,1561,2507,-23,-3,20,-85
2274,0,78.22280884,15.65267563,14.4,10,55,26,10,1006.85,47,14.56,1563,2508,-23,-3,20,-86
2275,0,78.22280884,15.65267181,14.3,10,55,27,10,1006.83,47,14.55,1563,2508,-23,-3,20,-86
2276,0,78.22280884,15.65266418,14.3,10,55,28,10,1006.84,47,14.54,1564,2507,-23,-3,20,-86
2277,0,78.22280884,15.65265274,14.2,10,55,29,10,1006.82,47,14.53,1564,2508,-23,-3,20,-86
2278,0,78.22280884,15.65264893,14.2,10,55,30,10,1006.85,47,14.53,1566,2508,-23,-3,20,-87
2279,0,78.22280884,15.65265274,14.2,10,55,31,10,1006.87,47,14.52,1567,2509,-23,-3,20,-85
2280,0,78.22280884,15.65264511,14.1,10,55,32,10,1006.86,47,14.52,1567,2509,-23,-3,20,-86
2281,0,78.22280884,15.65264511,14.2,10,55,33,10,1006.83,47,14.5,1568,2509,-23,-3,20,-87
2282,0,78.22280884,15.65264511,14.2,10,55,34,9,1006.82,47,14.49,1570,2507,-23,-3,20,-86
2283,0,78.22280884,15.65264130,14.2,10,55,35,10,1006.82,47,14.49,1571,2505,-23,-3,20,-85
2284,0,78.22280884,15.65262222,14.2,10,55,36,9,1006.79,47,14.48,1571,2506,-23,-3,20,-86
2285,0,78.22280884,15.65260696,14.2,10,55,37,10,1006.8,47,14.47,1571,2506,-23,-3,20,-85
2286,0,78.22280884,15.65261078,14.2,10,55,38,10,1006.82,47,14.47,1571,2505,-23,-3,20,-86
2287,0,78.22280884,15.65259933,14.2,10,55,39,9,1006.83,47,14.46,1572,2507,-23,-3,20,-86
2288,0,78.22280884,15.65259933,14.2,10,55,40,10,1006.82,47,14.45,1572,2506,-23,-3,20,-85
2289,0,78.22280884,15.65260315,14.3,10,55,41,10,1006.81,47,14.44,1572,2507,-23,-3,20,-84
2290,0,78.22280884,15.65260315,14.3,10,55,42,10,1006.83,47,14.43,1572,2505,-23,-3,20,-85
2291,0,78.22280884,15.65259171,14.2,10,55,43,10,1006.85,47,14.43,1573,2508,-23,-3,20,-85
2292,0,78.22280884,15.65258408,14.1,10,55,44,10,1006.84,48,14.42,1575,2507,-23,-3,20,-85
2293,0,78.22280884,15.65258408,14.1,10,55,45,10,1006.84,48,14.42,1575,2507,-23,-3,20,-85
2294,0,78.22280884,15.65258408,14.1,10,55,46,10,1006.83,48,14.41,1575,2507,-23,-3,20,-85
2295,0,78.22280884,15.65259171,14.2,10,55,47,10,1006.83,48,14.4,1576,2508,-23,-3,20,-85
2296,0,78.22280884,15.65259171,14.2,10,55,48,10,1006.83,48,14.39,1576,2508,-23,-3,20,-85
2297,0,78.22280884,15.65259933,14.2,10,55,49,10,1006.84,48,14.38,1577,2514,-23,-3,20,-85
2298,0,78.22280884,15.65260315,14.2,10,55,50,11,1006.84,48,14.38,1578,2508,-23,-3,20,-85
2299,0,78.22280884,15.65259171,14.2,10,55,51,11,1006.83,48,14.37,1579,2505,-23,-3,20,-85
2300,0,78.22280884,15.65258789,14.2,10,55,52,11,1006.84,48,14.36,1581,2506,-23,-3,20,-85
2301,0,78.22280884,15.65259171,14.3,10,55,53,10,1006.82,48,14.35,1581,2506,-23,-3,20,-84
2302,0,78.22280884,15.65259552,14.3,10,55,54,11,1006.85,48,14.34,1582,2505,-23,-3,20,-86
2303,0,78.22280884,15.65258789,14.3,10,55,55,11,1006.82,48,14.34,1583,2506,-23,-3,20,-86
2304,0,78.22280884,15.65259171,14.3,10,55,56,11,1006.84,48,14.33,1585,2507,-23,-3,20,-85
2305,0,78.22280884,15.65258789,14.3,10,55,57,11,1006.85,48,14.32,1586,2505,-23,-3,20,-85
2306,0,78.22280884,15.65258026,14.3,10,55,58,11,1006.85,48,14.32,1586,2504,-23,-3,20,-85
2307,0,78.22280884,15.65257645,14.3,10,55,59,11,1006.87,48,14.31,1586,2503,-23,-3,20,-85
2308,0,78.22277832,15.65257645,14.3,10,56,0,11,1006.85,48,14.3,1586,2506,-23,-3,20,-84
2309,0,78.22277832,15.65256882,14.3,10,56,1,11,1006.84,48,14.29,1587,2508,-23,-3,20,-84
2310,0,78.22277832,15.65258026,14.4,10,56,2,11,1006.85,48,14.29,1589,2508,-23,-3,20,-84
2311,0,78.22277832,15.65258789,14.4,10,56,3,11,1006.85,48,14.27,1590,2507,-23,-3,20,-84
2312,0,78.22277832,15.65260696,14.4,10,56,4,11,1006.85,48,14.27,1592,2507,-23,-3,20,-84
2313,0,78.22277832,15.65259552,14.4,10,56,5,12,1006.86,48,14.26,1591,2508,-23,-3,20,-84
2314,0,78.22280884,15.65261078,14.5,10,56,6,12,1006.85,48,14.25,1593,2507,-23,-3,20,-84
2315,0,78.22277832,15.65260696,14.4,10,56,7,12,1006.87,48,14.24,1595,2508,-23,-3,20,-85
2316,0,78.22277832,15.65260696,14.4,10,56,8,12,1006.85,48,14.24,1596,2506,-23,-3,20,-85
2317,0,78.22277832,15.65260696,14.4,10,56,9,11,1006.86,48,14.24,1597,2507,-23,-3,20,-85
2318,0,78.22277832,15.65261078,14.5,10,56,10,11,1006.85,48,14.22,1598,2505,-23,-3,20,-85
2319,0,78.22277832,15.65261459,14.5,10,56,11,12,1006.86,48,14.22,1598,2505,-23,-3,20,-83
2320,0,78.22277832,15.65261841,14.5,10,56,12,10,1006.84,48,14.21,1598,2504,-23,-3,20,-85
2321,0,78.22277832,15.65262222,14.5,10,56,13,11,1006.86,48,14.21,1600,2507,-23,-3,20,-86
2322,0,78.22277832,15.65262604,14.5,10,56,14,11,1006.85,48,14.2,1601,2505,-23,-3,20,-85
2323,0,78.22277832,15.65262604,14.5,10,56,15,10,1006.84,48,14.2,1601,2506,-23,-3,20,-86
2324,0,78.22277832,15.65261841,14.4,10,56,16,10,1006.85,48,14.19,1602,2505,-23,-3,20,-85
2325,0,78.22277832,15.65261459,14.3,10,56,17,10,1006.85,48,14.19,1603,2507,-23,-3,20,-86
2326,0,78.22277832,15.65262222,14.5,10,56,18,10,1006.86,48,14.18,1604,2507,-23,-3,20,-85
2327,0,78.22277832,15.65262222,14.4,10,56,19,10,1006.86,48,14.17,1603,2506,-23,-3,20,-85
2328,0,78.22277832,15.65261459,14.3,10,56,20,10,1006.86,48,14.17,1604,2504,-23,-3,20,-86
2329,0,78.22277832,15.65261841,14.4,10,56,21,10,1006.87,48,14.17,1605,2506,-23,-3,20,-85
2330,0,78.22277832,15.65262222,14.5,10,56,22,10,1006.86,48,14.16,1606,2507,-23,-3,20,-85
2331,0,78.22277832,15.65262222,14.4,10,56,23,10,1006.86,48,14.16,1608,2508,-23,-3,20,-85
2332,0,78.22277832,15.65261841,14.3,10,56,24,10,1006.87,48,14.15,1606,2511,-23,-3,20,-85
2333,0,78.22277832,15.65262604,14.4,10,56,25,10,1006.84,48,14.14,1607,2507,-23,-3,20,-86
2334,0,78.22277832,15.65262985,14.4,10,56,26,10,1006.85,48,14.13,1608,2507,-23,-3,20,-85
2335,0,78.22277832,15.65262604,14.4,10,56,27,10,1006.86,48,14.13,1608,2505,-23,-3,20,-86
2336,0,78.22277832,15.65261841,14.3,10,56,28,11,1006.86,48,14.12,1607,2505,-23,-3,20,-85
2337,0,78.22277832,15.65262222,14.3,10,56,29,11,1006.86,48,14.12,1608,2505,-23,-3,20,-85
2338,0,78.22277832,15.65262985,14.4,10,56,30,11,1006.84,48,14.11,1608,2507,-23,-3,20,-86
2339,0,78.22277832,15.65263367,14.5,10,56,31,11,1006.85,48,14.11,1609,2502,-23,-3,20,-85
2340,0,78.22277832,15.65262604,14.4,10,56,32,11,1006.87,48,14.1,1607,2502,-23,-3,20,-85
2341,0,78.22277832,15.65261841,14.4,10,56,33,11,1006.85,48,14.1,1608,2503,-23,-3,20,-85
2342,0,78.22277832,15.65262985,14.5,10,56,34,11,1006.88,48,14.09,1607,2501,-23,-3,20,-86
2343,0,78.22277832,15.65263367,14.5,10,56,35,11,1006.86,48,14.08,1608,2502,-23,-3,20,-86
2344,0,78.22277832,15.65264511,14.6,10,56,36,11,1006.91,48,14.08,1607,2503,-23,-3,20,-86
